Ori_x,Ori_y,Ori_z,Ori_w,Pos_x,Pos_y,Pos_z,Obj_Pos_x,Obj_Pos_y,Obj_Pos_z,Label
-0.0,0.707107,-0.0,0.707107,-0.005878,-0.355906,1.074336,-1e-06,-0.399998,0.674989,0
0.012705,0.699064,-0.000527,0.714946,0.009862,-0.38808,0.852123,0.3677,0.700204,-0.605117,0
0.04859,0.70492,-0.043301,0.706295,0.045694,-0.379742,0.874626,-0.052589,-0.412451,0.67499,0
0.001993,0.706904,-0.003311,0.707299,-0.020521,-0.349071,1.035613,0.000174,-0.395542,0.671025,0
0.02095,0.701259,-0.016852,0.7124,-0.031109,-0.414914,0.888813,0.002992,-0.394466,0.652177,0
0.0,0.707107,0.0,0.707107,0.0497,-0.405414,1.110905,-1e-06,-0.399998,0.674989,0
0.016871,0.708018,-0.002998,0.705987,0.012168,-0.344005,0.82754,-0.077874,-0.722634,0.674989,0
-0.080972,0.702636,0.090276,0.70114,0.03521,-0.442695,0.827969,0.001347,-0.412085,0.55264,0
-0.018056,0.709383,0.030768,0.70392,0.002491,-0.421256,0.827841,0.061758,-0.601765,-21.269744,0
0.0,0.707107,0.0,0.707107,-0.030625,-0.415644,1.104745,-1e-06,-0.399998,0.674989,0
0.055853,0.704354,-0.050372,0.705853,-0.021791,-0.371424,0.882205,2.544284,-0.756245,-6.255895,0
-0.000567,0.707848,0.003597,0.706356,0.025771,-0.420733,0.941268,-9.7e-05,-0.406548,0.663662,1
0.004487,0.707933,1.6e-05,0.706266,0.015754,-0.418825,0.958537,-0.000486,-0.403326,0.661561,1
0.016997,0.706913,-0.012711,0.706982,-0.079573,-0.406966,0.908404,1e-06,-0.399998,0.67499,0
-0.076304,0.702742,0.083522,0.702392,0.013717,-0.407863,0.843727,-0.000956,-0.406499,0.546409,0
0.113672,0.69617,-0.108578,0.700454,-0.04298,-0.384701,0.901809,0.045327,-0.447288,0.687138,0
0.002945,0.707788,0.000571,0.706418,0.023235,-0.404856,0.974509,-0.000381,-0.402554,0.667992,1
-0.023421,0.706629,0.028987,0.706602,-0.022177,-0.376243,0.854041,0.005984,-0.581713,0.67499,0
-0.001007,0.706618,0.00522,0.707575,-0.027887,-0.435449,0.976902,-0.002264,-0.416671,0.659022,0
-0.023665,0.707924,0.020183,0.705603,0.007635,-0.382176,0.915169,0.000698,-0.389888,0.645178,1
-0.02473,0.706016,0.027483,0.70723,-0.020355,-0.393199,0.926128,-0.001802,-0.407137,0.662978,1
0.055701,0.704967,-0.050383,0.705252,0.035515,-0.394064,0.884343,-0.070419,-0.400774,0.67499,0
0.0,0.707107,0.0,0.707107,-0.031341,-0.344782,1.097951,-1e-06,-0.399998,0.674989,0
0.01589,0.708258,-0.012489,0.705665,0.017925,-0.341656,0.84649,0.010804,-0.474196,0.665506,0
0.44326,0.546223,-0.443025,0.555778,-0.013812,-0.393715,0.888695,0.07397,-0.492033,0.755786,0
0.002549,0.706877,-0.003147,0.707325,-0.004684,-0.360653,1.036601,0.000288,-0.396937,0.672327,0
0.000436,0.707329,0.002284,0.70688,-0.012537,-0.342419,0.988455,-0.001109,-0.349453,0.679566,1
0.001327,0.707195,0.002139,0.707014,-0.027462,-0.432842,1.001248,-0.001624,-0.406834,0.672023,0
-0.010339,0.706078,0.007647,0.708017,-0.011422,-0.382009,0.904069,0.01099,-0.415254,0.639501,0
0.001414,0.707118,-0.000464,0.707094,-0.010526,-0.384551,1.030695,0.000354,-0.397202,0.673376,1
-0.0,0.707107,-0.0,0.707107,0.038448,-0.406765,1.079614,-1e-06,-0.399998,0.674989,0
0.154103,0.690836,-0.152576,0.689723,0.002626,-0.427403,0.913453,0.064449,-0.392776,0.685292,0
-0.00415,0.70888,0.013154,0.705195,0.012489,-0.415758,0.930402,-0.000714,-0.410277,0.646141,1
-0.00594,0.706118,0.008535,0.708018,-0.010354,-0.404102,0.931633,0.007381,-0.399036,0.664315,1
-0.000691,0.706088,0.003265,0.708116,-0.038078,-0.404433,0.968898,0.00051,-0.401,0.670027,0
0.0,0.707107,0.0,0.707107,0.004644,-0.382986,1.105187,-1e-06,-0.399998,0.674989,0
0.118785,0.696923,-0.112296,0.698268,-0.027741,-0.478811,0.850316,0.010916,-0.291265,0.679592,0
0.019101,0.706238,-0.014606,0.707566,-0.034468,-0.342473,0.904649,-0.004072,-0.419373,0.659025,0
-0.0,0.707107,-0.0,0.707107,-0.006707,-0.387579,1.076396,-1e-06,-0.399998,0.674989,0
0.022857,0.707157,-0.01824,0.706452,0.034482,-0.346428,0.90099,-0.001484,-0.433055,0.664069,0
0.002543,0.707324,2.5e-05,0.706885,0.039325,-0.420511,1.011501,0.000852,-0.404632,0.669189,0
0.0,0.707107,0.0,0.707107,0.029588,-0.392196,1.164724,-1e-06,-0.399998,0.674989,0
0.008926,0.707564,-0.003341,0.706585,0.065022,-0.387725,0.861874,-0.980493,-5.096497,-11.374138,0
0.0,0.707107,0.0,0.707107,-0.02245,-0.381602,1.113624,-1e-06,-0.399998,0.674989,0
-0.009871,0.708012,0.018713,0.705883,7e-05,-0.416681,0.934397,-0.001927,-0.407901,0.644024,1
0.007998,0.708309,-0.00378,0.705847,0.036401,-0.407327,0.947442,-0.000305,-0.407191,0.654858,1
0.0,0.707107,0.0,0.707107,-0.033199,-0.404433,1.123739,-1e-06,-0.399998,0.674989,0
0.000726,0.707071,0.003961,0.707131,-0.004227,-0.406298,0.957857,-0.000474,-0.404809,0.65807,1
-0.000507,0.707423,0.002723,0.706785,0.025807,-0.386173,0.983578,0.000253,-0.388209,0.672151,1
0.0,0.707107,0.0,0.707107,-0.033843,-0.370657,1.08873,-1e-06,-0.399998,0.674989,0
-0.169113,0.686633,0.172116,0.685793,-0.027766,-0.372813,0.888773,0.447055,-2.179157,-2.28492,0
0.00149,0.707159,0.000674,0.707052,0.001059,-0.397564,0.935879,0.000628,-0.407053,0.663808,1
0.06182,0.702832,-0.05963,0.706151,-0.003899,-0.339296,0.885011,-0.006233,-0.410985,0.675411,0
0.02293,0.706992,-0.01889,0.706598,-0.007754,-0.366561,0.859245,0.028366,-0.456822,0.657068,0
-0.000841,0.706753,0.005184,0.707441,-0.017687,-0.438586,0.991148,0.000158,-0.410904,0.665405,0
0.00184,0.706731,-2.7e-05,0.70748,-0.019151,-0.36741,0.968752,-0.001011,-0.378104,0.671737,1
0.0,0.707107,0.0,0.707107,-0.001565,-0.413029,1.163185,-1e-06,-0.399998,0.674989,0
0.011926,0.706534,-0.01288,0.707461,-0.04683,-0.351434,0.945845,0.102874,-0.435182,0.674989,0
0.06531,0.703504,-0.057979,0.705305,-0.027333,-0.406094,0.894463,0.00154,-0.424823,0.641683,1
0.0,0.707107,0.0,0.707107,0.003275,-0.41765,1.155098,-1e-06,-0.399998,0.674989,0
-0.0,0.707107,-0.0,0.707107,0.051837,-0.446431,1.071555,-1e-06,-0.399998,0.674989,0
-0.003681,0.702938,-0.000617,0.711241,-0.021542,-0.410645,0.855132,0.000811,-0.362912,0.653711,1
0.002251,0.707216,0.000513,0.706994,-0.000448,-0.39115,0.959703,-0.000546,-0.402556,0.663102,1
-0.000322,0.70751,0.000121,0.706703,0.002943,-0.408377,1.037612,0.000356,-0.399323,0.673095,0
0.0,0.707107,0.0,0.707107,-0.027758,-0.442166,1.204019,-1e-06,-0.399998,0.674989,0
-0.003205,0.707984,0.009518,0.706157,-0.004012,-0.449342,0.934458,-0.001895,-0.43725,0.653257,1
0.002513,0.706815,0.000929,0.707393,-0.028056,-0.40483,0.974694,-0.000298,-0.399566,0.670725,1
-0.0,0.707107,-0.0,0.707107,0.079196,-0.422346,0.996332,-1e-06,-0.399998,0.674989,0
0.051343,0.711721,-0.051525,0.698686,0.012772,-0.3988,0.916116,-0.006632,-0.40223,0.659788,0
-0.005928,0.707146,0.004174,0.70703,-0.025193,-0.379467,0.909502,0.009135,-0.414611,0.644523,0
0.0,0.707107,0.0,0.707107,-0.05436,-0.394263,1.021503,0.109081,-0.357345,0.67499,0
0.0,0.707107,0.0,0.707107,-0.061962,-0.425782,0.952311,0.119801,-0.301814,0.674989,0
0.001409,0.707603,0.000805,0.706608,0.012746,-0.408745,0.998789,5e-06,-0.399373,0.673591,1
0.031666,0.707873,-0.028893,0.705038,0.038132,-0.369507,0.908453,-0.035229,-0.387925,0.685433,0
0.001986,0.707253,-0.001629,0.706955,-0.016171,-0.359517,0.969819,-0.001012,-0.379386,0.671201,1
-0.013394,0.708896,0.014987,0.705027,-0.03676,-0.418297,0.93983,0.064588,-0.36482,0.67499,0
0.00245,0.707552,-9.2e-05,0.706657,6e-05,-0.406517,1.006723,0.000175,-0.401737,0.672472,0
0.08858,0.701345,-0.083304,0.702374,0.035875,-0.425517,0.853324,-0.0747,-0.600498,-13.92838,0
0.0,0.707107,0.0,0.707107,-0.075355,-0.455431,1.087015,-1e-06,-0.399998,0.674989,0
-0.010837,0.709464,0.00476,0.704642,0.007758,-0.384057,0.910363,0.003893,-0.395873,0.646317,1
-0.001576,0.706983,0.002239,0.707225,0.037511,-0.382274,1.008842,0.000411,-0.392322,0.673196,1
